Datetime,Tweet Id,Text
2020-12-06 23:05:05,1335721957569028103,"#sundayinspiration getting into character🎭
.
.
.
#sundayselfsubmissionoutakes #actorlife #audition #selftape #actorselfie #character #therealwork #thehustle #wellsuited #style #bowtie #momentslikethese #knightshift https://t.co/smiMzo5Sbu"
2020-12-06 23:03:23,1335721527766085635,#Actor &amp; #Actress want more great auditions? Work with the best #IndieFilmmakers .Our group FB page connects you with award-winning #Filmmakers #Showreels #Showreelshareday #NYCActor #acting #Audition #ActressLife #Actors #actorreel #actorlife #actorreel #actors #LAactor #NYC https://t.co/SnBndbbY3K
2020-12-06 22:50:02,1335718169323986947,#Actor &amp; #Actress want more great auditions? Work with the best #IndieFilmmakers .Our group FB page connects you with award-winning #Filmmakers #Showreels #Showreelshareday #NYCActor #acting #Audition #ActressLife #Actors #actorreel #actorlife #actorreel #actors #LAactor #NYC https://t.co/SnBndbbY3K
2020-12-06 22:42:35,1335716291789942785,"#audition today! I miss the days when I didn't have to edit it together myself! #actress #beautyhost #host #tvhost #femaleentrepreneur #femalefrontedband #vocalists @ Queens, New York https://t.co/an3pDE0bBQ"
2020-12-06 22:25:34,1335712013163630597,"Happy Friday :) As always, we're taking loving care of our portfolio of #Gorgeous dedicated #talented #professional #reliable #actors &amp; #actresses ready to attend #castings #AUDITION or #selftape #talent #actor #actress #actorslife #CASTING #performer #AUDITION #FridayMotivation https://t.co/7JwlOz35yG"
2020-12-06 22:11:23,1335708443014017024,#Actor &amp; #Actress want more great auditions? Work with the best #IndieFilmmakers .Our group FB page connects you with award-winning #Filmmakers #Showreels #Showreelshareday #NYCActor #acting #Audition #ActressLife #Actors #actorreel #actorlife #actorreel #actors #LAactor #NYC https://t.co/bcO04cOxRE
2020-12-06 21:50:28,1335703176402571265,Industry acting coach Peter Carroll gives his top tips on how to nail that next audition. Find out more at https://t.co/Wmz8eRityT #audition #castingcall #actorslife https://t.co/2vYFcKmcp2
2020-12-06 21:46:06,1335702077461438468,Audition time. I am excited to record this self tape using this monologue. It’s definitely something different and out of my comfort zone! 🙏🎬 #AUDITION #casting #actorslife #acting https://t.co/QQDW1LgRLm
2020-12-06 21:21:57,1335696001009594375,Come show me some love tonight on BIGO LIVE! ask questions! Send beans! It’s litt. #Bigolive #Audition https://t.co/wNAdql9qdX
2020-12-06 21:12:44,1335693683727982595,"CASTING CALL! CHARACTER 'Z'

Text version can be found here: https://t.co/0qGmWtbmNQ

@SophHollandCast @FFearis #castingcall #casting #Netflix #actor #Audition https://t.co/LBw2Be60Q1"
2020-12-06 19:53:02,1335673625907781639,Well that was a marathon of a tape !! 🙈🤞🤞🤞#audition #casting #youngactor https://t.co/y7U8Srhcg7
2020-12-06 19:33:38,1335668741464526850,"CASTING CALL 'Character G'.

Text version can be found here... https://t.co/D8neXW8zPP

@fayetimby @FFearis #castingcall #castingcall #audition #Casting #Netflix https://t.co/x5XUsNKkXz"
2020-12-06 19:10:09,1335662833674170369,Well that was a marathon of a tape !! 🙈🤞🤞🤞#audition #casting #youngactor https://t.co/y7U8Srhcg7
2020-12-06 18:47:38,1335657165399310336,"I’m bored 😴 of the traditional #videosubmission. so how can I use them to my own advantage rather I hear back or not? by turning them into #clips. maybe for the #reel, maybe for the #trash. 🗑 #actorslife #audition @pureflare_s 🎬 https://t.co/yK3puqt5WE https://t.co/4j2igqHQMl"
2020-12-06 18:46:39,1335656917721620484,"CASTING CALL! CHARACTER 'Z'

Text version can be found here: https://t.co/0qGmWtbmNQ

@SophHollandCast @FFearis #castingcall #casting #Netflix #actor #Audition https://t.co/LBw2Be60Q1"
2020-12-06 18:45:03,1335656517127839744,"Do you need something to watch? How about Outlander, dubbed the ‘most bingeworthy show ever’? BMA’s Alistair features in series 5! 🎬 🎥 Available to stream on Prime.
#TeamBMA #actor #talent #talentagency #London #actorlife #casting #audition #film #tv #theatre #bma #bmaartists https://t.co/wYkfA0bM9k"
2020-12-06 18:30:29,1335652848974127105,"Today's the day!

Have you been wondering how to make the most of this ""off"" year?  Thinking about ways to freshen up your #audition? 

Click the link below to register for our Movement Master Class with Chuck Hudson!  

#nystaevents #singing #opera #mt

https://t.co/5IAEIA4u5h"
2020-12-06 18:17:04,1335649472911695873,Studio help today. #cat #pets #homestudio #voiceover #audition https://t.co/vPV5eZn56G
2020-12-06 18:14:50,1335648913139916801,Studio help today. #cat #pets #homestudio #voiceover #audition https://t.co/vPV5eZn56G
2020-12-06 18:03:31,1335646063449964544,Professional Actor Headshots! Visit https://t.co/Y042xhPMdm #actorslife #audition #laactor #ActNow  #castingcall #photoshoot #losangelesheadshotphotographer #newheadshots #actorheadshot #headshotsla || @bakerchase https://t.co/WaDnSBqrQv
2020-12-06 18:00:46,1335645373155590144,"Casual modeling photo and another one of my merman vibes, I love it so much! 😀😍👦🏻🔱🧜‍♂️
Enjoy your weekend My Lovelies 😀
#actor #acting #actorslife #audition #casting #malemodel  #model #modeling #modelsLife #beach #beachboy #body #makomermaids #merman #dccomics #marvel https://t.co/EUOuqOX1Fw"
2020-12-06 17:42:49,1335640854556512256,This video keeps getting blocked. Let’s try posting again. 3rd time a charm? #Bollywood #audition #VideoViral https://t.co/Rwb9oB3x3o
